word,source,word_length
lottery,Oxford5000,7
loyal,Oxford5000,5
loyalty,Oxford5000,7
lyric,Oxford5000,5
machinery,Oxford5000,9
magical,Oxford5000,7
magistrate,Oxford5000,10
magnetic,Oxford5000,8
magnificent,Oxford5000,11
magnitude,Oxford5000,9
mainland,Oxford5000,8
mainstream,Oxford5000,10
maintenance,Oxford5000,11
major,Oxford5000,5
make-up,Oxford5000,7
making,Oxford5000,6
mandate,Oxford5000,7
mandatory,Oxford5000,9
manifest,Oxford5000,8
manipulate,Oxford5000,10
manipulation,Oxford5000,12
manufacture,Oxford5000,11
manufacturing,Oxford5000,13
manuscript,Oxford5000,10
marathon,Oxford5000,8
march,Oxford5000,5
margin,Oxford5000,6
marginal,Oxford5000,8
marine,Oxford5000,6
marker,Oxford5000,6
marketplace,Oxford5000,11
martial,Oxford5000,7
mask,Oxford5000,4
massacre,Oxford5000,8
mate,Oxford5000,4
mathematical,Oxford5000,12
mature,Oxford5000,6
maximize,Oxford5000,8
mayor,Oxford5000,5
meaningful,Oxford5000,10
meantime,Oxford5000,8
mechanic,Oxford5000,8
mechanical,Oxford5000,10
mechanism,Oxford5000,9
medal,Oxford5000,5
medication,Oxford5000,10
medieval,Oxford5000,8
meditation,Oxford5000,10
melody,Oxford5000,6
membership,Oxford5000,10
memo,Oxford5000,4
memoir,Oxford5000,6
memorable,Oxford5000,9
memorial,Oxford5000,8
mentor,Oxford5000,6
merchant,Oxford5000,8
mercy,Oxford5000,5
mere,Oxford5000,4
merely,Oxford5000,6
merge,Oxford5000,5
merger,Oxford5000,6
merit,Oxford5000,5
metaphor,Oxford5000,8
methodology,Oxford5000,11
midst,Oxford5000,5
migration,Oxford5000,9
militant,Oxford5000,8
militia,Oxford5000,7
mill,Oxford5000,4
miner,Oxford5000,5
minimal,Oxford5000,7
minimize,Oxford5000,8
mining,Oxford5000,6
ministry,Oxford5000,8
minute,Oxford5000,6
miracle,Oxford5000,7
miserable,Oxford5000,9
misery,Oxford5000,6
misleading,Oxford5000,10
missile,Oxford5000,7
mob,Oxford5000,3
mobility,Oxford5000,8
mobilize,Oxford5000,8
mode,Oxford5000,4
moderate,Oxford5000,8
modest,Oxford5000,6
modification,Oxford5000,12
momentum,Oxford5000,8
monk,Oxford5000,4
monopoly,Oxford5000,8
monster,Oxford5000,7
monthly,Oxford5000,7
monument,Oxford5000,8
morality,Oxford5000,8
moreover,Oxford5000,8
mortgage,Oxford5000,8
mosque,Oxford5000,6
motion,Oxford5000,6
motivate,Oxford5000,8
motivation,Oxford5000,10
motive,Oxford5000,6
motorist,Oxford5000,8
moving,Oxford5000,6
municipal,Oxford5000,9
mutual,Oxford5000,6
myth,Oxford5000,4
naked,Oxford5000,5
namely,Oxford5000,6
nasty,Oxford5000,5
nationwide,Oxford5000,10
naval,Oxford5000,5
navigation,Oxford5000,10
nearby,Oxford5000,6
necessity,Oxford5000,9
neglect,Oxford5000,7
negotiate,Oxford5000,9
negotiation,Oxford5000,11
neighbouring,Oxford5000,12
nest,Oxford5000,4
net,Oxford5000,3
neutral,Oxford5000,7
newly,Oxford5000,5
newsletter,Oxford5000,10
niche,Oxford5000,5
noble,Oxford5000,5
nod,Oxford5000,3
nominate,Oxford5000,8
nomination,Oxford5000,10
nominee,Oxford5000,7
non-profit,Oxford5000,10
nonetheless,Oxford5000,11
nonsense,Oxford5000,8
noon,Oxford5000,4
norm,Oxford5000,4
notable,Oxford5000,7
notably,Oxford5000,7
notebook,Oxford5000,8
notify,Oxford5000,6
notorious,Oxford5000,9
novel,Oxford5000,5
novelist,Oxford5000,8
nowadays,Oxford5000,8
nursery,Oxford5000,7
nursing,Oxford5000,7
nutrition,Oxford5000,9
obesity,Oxford5000,7
objection,Oxford5000,9
oblige,Oxford5000,6
observer,Oxford5000,8
obsess,Oxford5000,6
obsession,Oxford5000,9
obstacle,Oxford5000,8
occasional,Oxford5000,10
occupation,Oxford5000,10
occupy,Oxford5000,6
occurrence,Oxford5000,10
odds,Oxford5000,4
offender,Oxford5000,8
offering,Oxford5000,8
offspring,Oxford5000,9
ongoing,Oxford5000,7
openly,Oxford5000,6
opera,Oxford5000,5
operational,Oxford5000,11
operator,Oxford5000,8
opt,Oxford5000,3
optical,Oxford5000,7
optimism,Oxford5000,8
optimistic,Oxford5000,10
oral,Oxford5000,4
orchestra,Oxford5000,9
organic,Oxford5000,7
organizational,Oxford5000,14
orientation,Oxford5000,11
originate,Oxford5000,9
outbreak,Oxford5000,8
outfit,Oxford5000,6
outing,Oxford5000,6
outlet,Oxford5000,6
outlook,Oxford5000,7
output,Oxford5000,6
outrage,Oxford5000,7
outsider,Oxford5000,8
outstanding,Oxford5000,11
overcome,Oxford5000,8
overlook,Oxford5000,8
overly,Oxford5000,6
overnight,Oxford5000,9
overseas,Oxford5000,8
oversee,Oxford5000,7
overturn,Oxford5000,8
overwhelm,Oxford5000,9
overwhelming,Oxford5000,12
ownership,Oxford5000,9
oxygen,Oxford5000,6
packet,Oxford5000,6
pad,Oxford5000,3
palm,Oxford5000,4
panic,Oxford5000,5
parade,Oxford5000,6
parallel,Oxford5000,8
parameter,Oxford5000,9
parental,Oxford5000,8
parish,Oxford5000,6
parliamentary,Oxford5000,13
part-time,Oxford5000,9
partial,Oxford5000,7
partially,Oxford5000,9
participation,Oxford5000,13
partnership,Oxford5000,11
passing,Oxford5000,7
passionate,Oxford5000,10
passive,Oxford5000,7
password,Oxford5000,8
pastor,Oxford5000,6
patch,Oxford5000,5
patent,Oxford5000,6
pathway,Oxford5000,7
patience,Oxford5000,8
patrol,Oxford5000,6
patron,Oxford5000,6
pause,Oxford5000,5
peak,Oxford5000,4
peasant,Oxford5000,7
peculiar,Oxford5000,8
peer,Oxford5000,4
penalty,Oxford5000,7
perceive,Oxford5000,8
perception,Oxford5000,10
permanently,Oxford5000,11
persist,Oxford5000,7
persistent,Oxford5000,10
personnel,Oxford5000,9
petition,Oxford5000,8
philosopher,Oxford5000,11
philosophical,Oxford5000,13
physician,Oxford5000,9
pill,Oxford5000,4
pioneer,Oxford5000,7
pipeline,Oxford5000,8
pirate,Oxford5000,6
pit,Oxford5000,3
pity,Oxford5000,4
placement,Oxford5000,9
plea,Oxford5000,4
plead,Oxford5000,5
pledge,Oxford5000,6
plug,Oxford5000,4
plunge,Oxford5000,6
pole,Oxford5000,4
poll,Oxford5000,4
pond,Oxford5000,4
pop,Oxford5000,3
portfolio,Oxford5000,9
portion,Oxford5000,7
portray,Oxford5000,7
post-war,Oxford5000,8
postpone,Oxford5000,8
potentially,Oxford5000,11
practitioner,Oxford5000,12
preach,Oxford5000,6
precede,Oxford5000,7
precedent,Oxford5000,9
precious,Oxford5000,8
precise,Oxford5000,7
precisely,Oxford5000,9
precision,Oxford5000,9
predator,Oxford5000,8
predecessor,Oxford5000,11
predictable,Oxford5000,11
predominantly,Oxford5000,13
preference,Oxford5000,10
pregnancy,Oxford5000,9
prejudice,Oxford5000,9
preliminary,Oxford5000,11
premier,Oxford5000,7
premise,Oxford5000,7
premium,Oxford5000,7
prescribe,Oxford5000,9
prescription,Oxford5000,12
presently,Oxford5000,9
preservation,Oxford5000,12
preside,Oxford5000,7
presidency,Oxford5000,10
presidential,Oxford5000,12
prestigious,Oxford5000,11
presumably,Oxford5000,10
presume,Oxford5000,7
prevail,Oxford5000,7
prevalence,Oxford5000,10
prevention,Oxford5000,10
prey,Oxford5000,4
pride,Oxford5000,5
primarily,Oxford5000,9
principal,Oxford5000,9
prior,Oxford5000,5
privatization,Oxford5000,13
privilege,Oxford5000,9
probability,Oxford5000,11
probable,Oxford5000,8
probe,Oxford5000,5
problematic,Oxford5000,11
proceed,Oxford5000,7
proceeding,Oxford5000,10
proceeds,Oxford5000,8
processing,Oxford5000,10
processor,Oxford5000,9
proclaim,Oxford5000,8
productive,Oxford5000,10
productivity,Oxford5000,12
profitable,Oxford5000,10
profound,Oxford5000,8
programming,Oxford5000,11
progressive,Oxford5000,11
prohibit,Oxford5000,8
projection,Oxford5000,10
prominent,Oxford5000,9
promising,Oxford5000,9
promotion,Oxford5000,9
prompt,Oxford5000,6
pronounced,Oxford5000,10
propaganda,Oxford5000,10
proportion,Oxford5000,10
proposition,Oxford5000,11
prosecute,Oxford5000,9
prosecution,Oxford5000,11
prosecutor,Oxford5000,10
prospective,Oxford5000,11
prosperity,Oxford5000,10
protective,Oxford5000,10
protein,Oxford5000,7
protester,Oxford5000,9
protocol,Oxford5000,8
province,Oxford5000,8
provincial,Oxford5000,10
provision,Oxford5000,9
provoke,Oxford5000,7
psychiatric,Oxford5000,11
psychological,Oxford5000,13
publicity,Oxford5000,9
publishing,Oxford5000,10
pulse,Oxford5000,5
pump,Oxford5000,4
punch,Oxford5000,5
punk,Oxford5000,4
purely,Oxford5000,6
pursuit,Oxford5000,7
puzzle,Oxford5000,6
query,Oxford5000,5
quest,Oxford5000,5
questionnaire,Oxford5000,13
quota,Oxford5000,5
racial,Oxford5000,6
racism,Oxford5000,6
racist,Oxford5000,6
radar,Oxford5000,5
radiation,Oxford5000,9
radical,Oxford5000,7
rage,Oxford5000,4
raid,Oxford5000,4
rail,Oxford5000,4
rally,Oxford5000,5
random,Oxford5000,6
ranking,Oxford5000,7
rape,Oxford5000,4
rat,Oxford5000,3
rating,Oxford5000,6
ratio,Oxford5000,5
rational,Oxford5000,8
ray,Oxford5000,3
readily,Oxford5000,7
realization,Oxford5000,11
realm,Oxford5000,5
rear,Oxford5000,4
reasonably,Oxford5000,10
reasoning,Oxford5000,9
reassure,Oxford5000,8
rebel,Oxford5000,5
rebellion,Oxford5000,9
rebuild,Oxford5000,7
receiver,Oxford5000,8
recession,Oxford5000,9
recipient,Oxford5000,9
reckon,Oxford5000,6
recognition,Oxford5000,11
reconstruction,Oxford5000,14
recount,Oxford5000,7
recovery,Oxford5000,8
recruit,Oxford5000,7
recruitment,Oxford5000,11
referee,Oxford5000,7
referendum,Oxford5000,10
reflection,Oxford5000,10
reform,Oxford5000,6
refuge,Oxford5000,6
refugee,Oxford5000,7
refusal,Oxford5000,7
regain,Oxford5000,6
regardless,Oxford5000,10
regime,Oxford5000,6
registration,Oxford5000,12
regulate,Oxford5000,8
regulator,Oxford5000,9
regulatory,Oxford5000,10
rehabilitation,Oxford5000,14
reign,Oxford5000,5
reinforce,Oxford5000,9
rejection,Oxford5000,9
relevance,Oxford5000,9
reliability,Oxford5000,11
relieve,Oxford5000,7
relieved,Oxford5000,8
reluctant,Oxford5000,9
remainder,Oxford5000,9
remains,Oxford5000,7
remarkable,Oxford5000,10
remarkably,Oxford5000,10
remedy,Oxford5000,6
reminder,Oxford5000,8
removal,Oxford5000,7
render,Oxford5000,6
renew,Oxford5000,5
renowned,Oxford5000,8
rental,Oxford5000,6
replacement,Oxford5000,11
reportedly,Oxford5000,10
reporting,Oxford5000,9
representation,Oxford5000,14
reproduce,Oxford5000,9
reproduction,Oxford5000,12
republic,Oxford5000,8
resemble,Oxford5000,8
reside,Oxford5000,6
residence,Oxford5000,9
residential,Oxford5000,11
residue,Oxford5000,7
resign,Oxford5000,6
resignation,Oxford5000,11
resistance,Oxford5000,10
resolution,Oxford5000,10
respective,Oxford5000,10
respectively,Oxford5000,12
restoration,Oxford5000,11
restore,Oxford5000,7
restraint,Oxford5000,9
restrict,Oxford5000,8
restriction,Oxford5000,11
resume,Oxford5000,6
retail,Oxford5000,6
retirement,Oxford5000,10
retreat,Oxford5000,7
retrieve,Oxford5000,8
revelation,Oxford5000,10
revenge,Oxford5000,7
revenue,Oxford5000,7
reverse,Oxford5000,7
revision,Oxford5000,8
revival,Oxford5000,7
revive,Oxford5000,6
revolutionary,Oxford5000,13
rhetoric,Oxford5000,8
ridiculous,Oxford5000,10
rifle,Oxford5000,5
riot,Oxford5000,4
rip,Oxford5000,3
risky,Oxford5000,5
ritual,Oxford5000,6
rival,Oxford5000,5
rob,Oxford5000,3
robbery,Oxford5000,7
robust,Oxford5000,6
rock,Oxford5000,4
rocket,Oxford5000,6
rod,Oxford5000,3
romance,Oxford5000,7
rose,Oxford5000,4
rotate,Oxford5000,6
rotation,Oxford5000,8
roughly,Oxford5000,7
ruin,Oxford5000,4
ruling,Oxford5000,6
rumour,Oxford5000,6
sack,Oxford5000,4
sacred,Oxford5000,6
sacrifice,Oxford5000,9
saint,Oxford5000,5
sake,Oxford5000,4
sanction,Oxford5000,8
satisfaction,Oxford5000,12
say,Oxford5000,3
scandal,Oxford5000,7
scare,Oxford5000,5
scattered,Oxford5000,9
scenario,Oxford5000,8
sceptical,Oxford5000,9
scholar,Oxford5000,7
scholarship,Oxford5000,11
scope,Oxford5000,5
scratch,Oxford5000,7
screening,Oxford5000,9
screw,Oxford5000,5
scrutiny,Oxford5000,8
seal,Oxford5000,4
secular,Oxford5000,7
seeker,Oxford5000,6
seemingly,Oxford5000,9
segment,Oxford5000,7
seize,Oxford5000,5
seldom,Oxford5000,6
selective,Oxford5000,9
seminar,Oxford5000,7
senator,Oxford5000,7
sensation,Oxford5000,9
sensitivity,Oxford5000,11
sentiment,Oxford5000,9
separation,Oxford5000,10
serial,Oxford5000,6
set-up,Oxford5000,6
settlement,Oxford5000,10
settler,Oxford5000,7
severely,Oxford5000,8
sexuality,Oxford5000,9
sexy,Oxford5000,4
shaped,Oxford5000,6
shareholder,Oxford5000,11
shatter,Oxford5000,7
shed,Oxford5000,4
sheer,Oxford5000,5
shipping,Oxford5000,8
shocking,Oxford5000,8
shoot,Oxford5000,5
shore,Oxford5000,5
short-term,Oxford5000,10
shortage,Oxford5000,8
shortly,Oxford5000,7
shrink,Oxford5000,6
shrug,Oxford5000,5
sibling,Oxford5000,7
sigh,Oxford5000,4
signature,Oxford5000,9
significance,Oxford5000,12
simulate,Oxford5000,8
simulation,Oxford5000,10
simultaneously,Oxford5000,14
sin,Oxford5000,3
situated,Oxford5000,8
sketch,Oxford5000,6
skilled,Oxford5000,7
skip,Oxford5000,4
skull,Oxford5000,5
slam,Oxford5000,4
slap,Oxford5000,4
slash,Oxford5000,5
slavery,Oxford5000,7
slogan,Oxford5000,6
slot,Oxford5000,4
smash,Oxford5000,5
snap,Oxford5000,4
so-called,Oxford5000,9
soak,Oxford5000,4
soar,Oxford5000,4
socialist,Oxford5000,9
sole,Oxford5000,4
solely,Oxford5000,6
solicitor,Oxford5000,9
solidarity,Oxford5000,10
solo,Oxford5000,4
somehow,Oxford5000,7
sometime,Oxford5000,8
sophisticated,Oxford5000,13
sound,Oxford5000,5
sovereignty,Oxford5000,11
spam,Oxford5000,4
span,Oxford5000,4
spare,Oxford5000,5
spark,Oxford5000,5
specialize,Oxford5000,10
specialized,Oxford5000,11
specification,Oxford5000,13
specify,Oxford5000,7
specimen,Oxford5000,8
spectacle,Oxford5000,9
spectacular,Oxford5000,11
spectator,Oxford5000,9
spectrum,Oxford5000,8
speculate,Oxford5000,9
speculation,Oxford5000,11
spell,Oxford5000,5
sphere,Oxford5000,6
spill,Oxford5000,5
spin,Oxford5000,4
spine,Oxford5000,5
spite,Oxford5000,5
spoil,Oxford5000,5
spokesman,Oxford5000,9
spokesperson,Oxford5000,12
spokeswoman,Oxford5000,11
sponsorship,Oxford5000,11
sporting,Oxford5000,8
spotlight,Oxford5000,9
spouse,Oxford5000,6
spy,Oxford5000,3
squad,Oxford5000,5
squeeze,Oxford5000,7
stab,Oxford5000,4
stability,Oxford5000,9
stabilize,Oxford5000,9
stake,Oxford5000,5
stall,Oxford5000,5
stance,Oxford5000,6
standing,Oxford5000,8
stark,Oxford5000,5
starve,Oxford5000,6
statistical,Oxford5000,11
steadily,Oxford5000,8
steam,Oxford5000,5
steer,Oxford5000,5
stem,Oxford5000,4
stereotype,Oxford5000,10
stimulate,Oxford5000,9
stimulus,Oxford5000,8
stir,Oxford5000,4
storage,Oxford5000,7
straightforward,Oxford5000,15
strain,Oxford5000,6
strand,Oxford5000,6
strategic,Oxford5000,9
strengthen,Oxford5000,10
strictly,Oxford5000,8
striking,Oxford5000,8
strip,Oxford5000,5
strive,Oxford5000,6
stroke,Oxford5000,6
structural,Oxford5000,10
stumble,Oxford5000,7
stun,Oxford5000,4
stunning,Oxford5000,8
submission,Oxford5000,10
subscriber,Oxford5000,10
subscription,Oxford5000,12
subsequent,Oxford5000,10
subsequently,Oxford5000,12
subsidy,Oxford5000,7
substantial,Oxford5000,11
substantially,Oxford5000,13
substitute,Oxford5000,10
substitution,Oxford5000,12
subtle,Oxford5000,6
suburb,Oxford5000,6
suburban,Oxford5000,8
succession,Oxford5000,10
successive,Oxford5000,10
successor,Oxford5000,9
suck,Oxford5000,4
sue,Oxford5000,3
suffering,Oxford5000,9
sufficient,Oxford5000,10
sufficiently,Oxford5000,12
suicide,Oxford5000,7
suite,Oxford5000,5
summit,Oxford5000,6
super,Oxford5000,5
superb,Oxford5000,6
superior,Oxford5000,8
supervise,Oxford5000,9
supervision,Oxford5000,11
supervisor,Oxford5000,10
supplement,Oxford5000,10
supportive,Oxford5000,10
supposedly,Oxford5000,10
suppress,Oxford5000,8
supreme,Oxford5000,7
surge,Oxford5000,5
surgeon,Oxford5000,7
surgical,Oxford5000,8
surplus,Oxford5000,7
surrender,Oxford5000,9
surveillance,Oxford5000,12
survival,Oxford5000,8
survivor,Oxford5000,8
suspend,Oxford5000,7
suspension,Oxford5000,10
suspicion,Oxford5000,9
suspicious,Oxford5000,10
sustain,Oxford5000,7
sustainable,Oxford5000,11
swallow,Oxford5000,7
swing,Oxford5000,5
sword,Oxford5000,5
symbolic,Oxford5000,8
sympathetic,Oxford5000,11
syndrome,Oxford5000,8
synthesis,Oxford5000,9
systematic,Oxford5000,10
tackle,Oxford5000,6
tactic,Oxford5000,6
tactical,Oxford5000,8
tag,Oxford5000,3
tap,Oxford5000,3
taxpayer,Oxford5000,8
technological,Oxford5000,13
teens,Oxford5000,5
temple,Oxford5000,6
temporarily,Oxford5000,11
tempt,Oxford5000,5
tenant,Oxford5000,6
tendency,Oxford5000,8
tender,Oxford5000,6
tension,Oxford5000,7
tenure,Oxford5000,6
terminal,Oxford5000,8
terminate,Oxford5000,9
terms,Oxford5000,5
terrain,Oxford5000,7
terribly,Oxford5000,8
terrific,Oxford5000,8
terrify,Oxford5000,7
territory,Oxford5000,9
terror,Oxford5000,6
terrorism,Oxford5000,9
terrorist,Oxford5000,9
testify,Oxford5000,7
testimony,Oxford5000,9
testing,Oxford5000,7
textbook,Oxford5000,8
texture,Oxford5000,7
thankfully,Oxford5000,10
theatrical,Oxford5000,10
theft,Oxford5000,5
theology,Oxford5000,8
theoretical,Oxford5000,11
therapist,Oxford5000,9
thereafter,Oxford5000,10
thereby,Oxford5000,7
thesis,Oxford5000,6
thorough,Oxford5000,8
thoroughly,Oxford5000,10
thought-provoking,Oxford5000,17
thoughtful,Oxford5000,10
thread,Oxford5000,6
threshold,Oxford5000,9
thrilled,Oxford5000,8
thrive,Oxford5000,6
thumb,Oxford5000,5
tide,Oxford5000,4
tighten,Oxford5000,7
timber,Oxford5000,6
timely,Oxford5000,6
timing,Oxford5000,6
tissue,Oxford5000,6
tobacco,Oxford5000,7
tolerance,Oxford5000,9
tolerate,Oxford5000,8
toll,Oxford5000,4
ton,Oxford5000,3
tonne,Oxford5000,5
top,Oxford5000,3
torture,Oxford5000,7
toss,Oxford5000,4
total,Oxford5000,5
tournament,Oxford5000,10
toxic,Oxford5000,5
trace,Oxford5000,5
trademark,Oxford5000,9
trading,Oxford5000,7
tragedy,Oxford5000,7
tragic,Oxford5000,6
trail,Oxford5000,5
trailer,Oxford5000,7
trait,Oxford5000,5
transaction,Oxford5000,11
transcript,Oxford5000,10
transformation,Oxford5000,14
transit,Oxford5000,7
transmission,Oxford5000,12
transmit,Oxford5000,8
transparency,Oxford5000,12
transparent,Oxford5000,11
transportation,Oxford5000,14
trap,Oxford5000,4
trauma,Oxford5000,6
treasure,Oxford5000,8
treaty,Oxford5000,6
tremendous,Oxford5000,10
tribal,Oxford5000,6
tribe,Oxford5000,5
tribunal,Oxford5000,8
tribute,Oxford5000,7
trigger,Oxford5000,7
trillion,Oxford5000,8
trio,Oxford5000,4
triumph,Oxford5000,7
troop,Oxford5000,5
trophy,Oxford5000,6
troubled,Oxford5000,8
trustee,Oxford5000,7
tsunami,Oxford5000,7
tuition,Oxford5000,7
turnout,Oxford5000,7
turnover,Oxford5000,8
twist,Oxford5000,5
ultimate,Oxford5000,8
unacceptable,Oxford5000,12
uncertainty,Oxford5000,11
undergo,Oxford5000,7
undergraduate,Oxford5000,13
underlying,Oxford5000,10
undermine,Oxford5000,9
undertake,Oxford5000,9
undoubtedly,Oxford5000,11
unfold,Oxford5000,6
unfortunate,Oxford5000,11
unify,Oxford5000,5
unite,Oxford5000,5
unity,Oxford5000,5
universal,Oxford5000,9
unprecedented,Oxford5000,13
unveil,Oxford5000,6
upcoming,Oxford5000,8
upgrade,Oxford5000,7
uphold,Oxford5000,6
urgent,Oxford5000,6
usage,Oxford5000,5
useless,Oxford5000,7
utility,Oxford5000,7
utilize,Oxford5000,7
utterly,Oxford5000,7
vacuum,Oxford5000,6
vague,Oxford5000,5
valid,Oxford5000,5
validity,Oxford5000,8
vanish,Oxford5000,6
variable,Oxford5000,8
variation,Oxford5000,9
varied,Oxford5000,6
vein,Oxford5000,4
venture,Oxford5000,7
verbal,Oxford5000,6
verdict,Oxford5000,7
verify,Oxford5000,6
verse,Oxford5000,5
versus,Oxford5000,6
vertical,Oxford5000,8
vessel,Oxford5000,6
veteran,Oxford5000,7
viable,Oxford5000,6
vibrant,Oxford5000,7
vice,Oxford5000,4
vicious,Oxford5000,7
viewpoint,Oxford5000,9
villager,Oxford5000,8
violate,Oxford5000,7
violation,Oxford5000,9
virtue,Oxford5000,6
visa,Oxford5000,4
visible,Oxford5000,7
vocal,Oxford5000,5
voluntary,Oxford5000,9
voting,Oxford5000,6
vow,Oxford5000,3
vulnerability,Oxford5000,13
vulnerable,Oxford5000,10
wander,Oxford5000,6
ward,Oxford5000,4
warehouse,Oxford5000,9
warfare,Oxford5000,7
warming,Oxford5000,7
warrant,Oxford5000,7
warrior,Oxford5000,7
weaken,Oxford5000,6
weave,Oxford5000,5
weed,Oxford5000,4
weekly,Oxford5000,6
weird,Oxford5000,5
welfare,Oxford5000,7
well,Oxford5000,4
well-being,Oxford5000,10
whatsoever,Oxford5000,10
wheat,Oxford5000,5
whereby,Oxford5000,7
whilst,Oxford5000,6
whip,Oxford5000,4
whoever,Oxford5000,7
wholly,Oxford5000,6
widen,Oxford5000,5
widespread,Oxford5000,10
widow,Oxford5000,5
width,Oxford5000,5
willingness,Oxford5000,11
wipe,Oxford5000,4
wisdom,Oxford5000,6
wit,Oxford5000,3
withdraw,Oxford5000,8
withdrawal,Oxford5000,10
workforce,Oxford5000,9
workout,Oxford5000,7
workplace,Oxford5000,9
workshop,Oxford5000,8
worm,Oxford5000,4
worship,Oxford5000,7
worthwhile,Oxford5000,10
worthy,Oxford5000,6
wrist,Oxford5000,5
yell,Oxford5000,4
yield,Oxford5000,5
youngster,Oxford5000,9
